number_of_predictions,mae,rmse,wape_pct,smape_pct,bias_pct,model_name,day_type
14400,1598.1896527777778,3622.846680850763,3.686916611963649,3.9290235858074154,-0.027560160782151056,calendar_aware_baseline,Ordinary weekday
14400,3096.2751388888887,8700.038879111722,7.142899608277473,9.450344690745899,-4.155195995858779,same_weekday_last_week,Ordinary weekday
6000,2472.7945,5346.754481536751,8.57373913130611,8.860225306933353,0.949774522491082,calendar_aware_baseline,Ordinary weekend
6000,2488.4906666666666,5328.508785955035,8.628161299570197,9.288072828372124,-0.3071720156526563,same_weekday_last_week,Ordinary weekend
1680,5133.587797619048,9844.193154174516,24.298581575809436,24.369882418953022,4.290176103298563,calendar_aware_baseline,Public holiday
1680,20136.280357142856,27604.79716855862,95.3101554274252,68.99353205048499,93.28436160909605,same_weekday_last_week,Public holiday
