number_of_predictions,mae,rmse,wape_pct,smape_pct,bias_pct,model_name
22080,2104.8516983695654,4868.434981458969,5.580936000163901,6.824306790809237,0.3595660365708268,calendar_aware_baseline
22080,4227.638451086957,10726.561670002711,11.209426129938079,13.936708983776649,0.7975296320993159,same_weekday_last_week
