model_name,station_type,number_of_predictions,mae,rmse,wape_pct,smape_pct,bias_pct,underprediction_rate_pct
same_weekday_4week_mean,Balanced,15364,3541.936832856027,7587.067815733639,10.856966068440181,12.118467780044845,0.401436262610134,56.81463160635252
same_weekday_last_week,Balanced,15364,3554.6457302785734,9053.766572682858,10.895922174829185,13.2246017288741,0.8503974607384797,49.86982556625878
previous_day,Balanced,15364,5566.426386357719,10000.74601922106,17.062557931171437,19.87488399179132,0.06667624218699479,53.15022129653736
same_weekday_last_week,Weekday-oriented,3496,6250.029176201373,16206.07502772796,14.284420802193114,18.042933841410967,1.5827051290127563,50.171624713958806
same_weekday_4week_mean,Weekday-oriented,3496,6295.971395881007,13573.247640104659,14.389421591787755,16.14957744163251,1.1768562292636615,59.2391304347826
previous_day,Weekday-oriented,3496,10967.16876430206,20373.353192015627,25.06542757183945,30.341010344964083,0.17520005483099996,47.65446224256293
same_weekday_last_week,Weekend-relative-strong,3220,5243.036645962733,10616.542344628006,9.45517730689971,12.876290897451561,-0.02352792320360414,52.63975155279503
same_weekday_4week_mean,Weekend-relative-strong,3220,5348.989673913044,9793.657152846627,9.646250673942546,12.43066045388859,-0.6734288359794939,53.881987577639755
previous_day,Weekend-relative-strong,3220,6761.109627329192,11908.84481408254,12.1928368299714,14.407258184588716,-0.14972798450053676,57.88819875776397
