model_name,day_type,number_of_predictions,mae,rmse,wape_pct,smape_pct,bias_pct,underprediction_rate_pct
same_weekday_last_week,Ordinary weekday,14400,3096.2751388888887,8700.038879111722,7.142899608277473,9.450344690745899,-4.155195995858779,54.79861111111111
same_weekday_4week_mean,Ordinary weekday,14400,3100.1428819444445,5570.623941357405,7.15182223275921,7.737331472954969,-4.48990635625064,64.86111111111111
previous_day,Ordinary weekday,14400,5048.340486111111,11415.46678101871,11.646183773459668,15.194120964595442,-10.427696313410523,75.67361111111111
same_weekday_last_week,Ordinary weekend,6000,2488.4906666666666,5328.508785955035,8.628161299570197,9.288072828372124,-0.3071720156526563,53.1
same_weekday_4week_mean,Ordinary weekend,6000,2603.7015,5003.336156147882,9.027623377838482,9.204168369133296,-1.1241303740345356,52.7
previous_day,Ordinary weekend,6000,9778.075166666667,14333.993105882952,33.902803360854506,30.067608806150442,32.72602661650098,3.2
previous_day,Public holiday,1680,8494.057142857142,14123.243819312966,40.20454086536247,34.89301573998507,24.77362713550462,36.13095238095238
same_weekday_4week_mean,Public holiday,1680,19874.115327380954,27170.927173030926,94.06926141467477,69.0661934194799,91.79525766137237,1.9642857142857142
same_weekday_last_week,Public holiday,1680,20136.280357142856,27604.79716855862,95.3101554274252,68.99353205048499,93.28436160909605,2.0238095238095237
